count,kind,item_buck,item_arabic,pos_summary,sample_translations
12,lemma,Tiyn,طِين,N:12,"And [make him] a messenger to the Children of Israel, [who will say], 'Indeed I have come to you with a sign from your Lord in that I design for you from clay [that which is] like the form of a bird, then I breathe into it and it becomes a bird by permission of Allah. And I cure the blind and the le"
12,lemma,>afowa`h,أَفْوَٰه,N:12,"O you who have believed, do not take as intimates those other than yourselves, for they will not spare you [any] ruin. They wish you would have hardship. Hatred has already appeared from their mouths, and what their breasts conceal is greater. We have certainly made clear to you the signs, if you wi"
12,lemma,Ea`mil,عَٰمِل,N:12,"Those - their reward is forgiveness from their Lord and gardens beneath which rivers flow [in Paradise], wherein they will abide eternally; and excellent is the reward of the [righteous] workers. || And their Lord responded to them, ""Never will I allow to be lost the work of [any] worker among you, "
12,lemma,qaEada,قَعَدَ,V:12,"Those who said about their brothers while sitting [at home], ""If they had obeyed us, they would not have been killed."" Say, ""Then prevent death from yourselves, if you should be truthful."" || And it has already come down to you in the Book that when you hear the verses of Allah [recited], they are d"
12,lemma,>axozayo,أَخْزَيْ,V:12,"Our Lord, indeed whoever You admit to the Fire - You have disgraced him, and for the wrongdoers there are no helpers. || Our Lord, and grant us what You promised us through Your messengers and do not disgrace us on the Day of Resurrection. Indeed, You do not fail in [Your] promise."""
12,lemma,tadoriY,تَدْرِى,V:12,"Allah instructs you concerning your children: for the male, what is equal to the share of two females. But if there are [only] daughters, two or more, for them is two thirds of one's estate. And if there is only one, for her is half. And for one's parents, to each one of them is a sixth of his estat"
12,lemma,Halafo,حَلَفْ,V:12,"So how [will it be] when disaster strikes them because of what their hands have put forth and then they come to you swearing by Allah, ""We intended nothing but good conduct and accommodation."" || Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upo"
12,lemma,HafiyZ,حَفِيظ,"N:7,ADJ:5","He who obeys the Messenger has obeyed Allah; but those who turn away - We have not sent you over them as a guardian. || And He is the subjugator over His servants, and He sends over you guardian-angels until, when death comes to one of you, Our messengers take him, and they do not fail [in their dut"
12,lemma,waqaEa,وَقَعَ,V:12,And whoever emigrates for the cause of Allah will find on the earth many [alternative] locations and abundance. And whoever leaves his home as an emigrant to Allah and His Messenger and then death overtakes him - his reward has already become incumbent upon Allah. And Allah is ever Forgiving and Mer
12,lemma,bariY^',بَرِى^ء,"N:11,ADJ:1","But whoever earns an offense or a sin and then blames it on an innocent [person] has taken upon himself a slander and manifest sin. || Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it"
12,lemma,fatoH,فَتْح,N:12,"Those who wait [and watch] you. Then if you gain a victory from Allah, they say, ""Were we not with you?"" But if the disbelievers have a success, they say [to them], ""Did we not gain the advantage over you, but we protected you from the believers?"" Allah will judge between [all of] you on the Day of "
12,lemma,qaT~aEa,قَطَّعَ,V:12,"Indeed, the penalty for those who wage war against Allah and His Messenger and strive upon earth [to cause] corruption is none but that they be killed or crucified or that their hands and feet be cut off from opposite sides or that they be exiled from the land. That is for them a disgrace in this wo"
12,lemma,wizor,وِزْر,N:12,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear. |"
12,lemma,jaHadu,جَحَدُ,V:12,"We know that you, [O Muhammad], are saddened by what they say. And indeed, they do not call you untruthful, but it is the verses of Allah that the wrongdoers reject. || Who took their religion as distraction and amusement and whom the worldly life deluded."" So today We will forget them just as they "
12,lemma,xa`liq,خَٰلِق,"N:11,ADJ:1","That is Allah, your Lord; there is no deity except Him, the Creator of all things, so worship Him. And He is Disposer of all things. || Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm"
12,lemma,muEojiz,مُعْجِز,N:12,"Indeed, what you are promised is coming, and you will not cause failure [to Allah]. || So travel freely, [O disbelievers], throughout the land [during] four months but know that you cannot cause failure to Allah and that Allah will disgrace the disbelievers."
12,lemma,bada>a,بَدَأَ,V:12,"Say, [O Muhammad], ""My Lord has ordered justice and that you maintain yourselves [in worship of Him] at every place [or time] of prostration, and invoke Him, sincere to Him in religion."" Just as He originated you, you will return [to life] - || Would you not fight a people who broke their oaths and "
12,lemma,>aworava,أَوْرَثَ,V:12,"And We will have removed whatever is within their breasts of resentment, [while] flowing beneath them are rivers. And they will say, ""Praise to Allah, who has guided us to this; and we would never have been guided if Allah had not guided us. Certainly the messengers of our Lord had come with the tru"
12,lemma,siniyn,سِنِين,"N:11,T:1",And We certainly seized the people of Pharaoh with years of famine and a deficiency in fruits that perhaps they would be reminded. || It is He who made the sun a shining light and the moon a derived light and determined for it phases - that you may know the number of years and account [of time]. All
12,lemma,xar~a,خَرَّ,V:12,"And when Moses arrived at Our appointed time and his Lord spoke to him, he said, ""My Lord, show me [Yourself] that I may look at You."" [Allah] said, ""You will not see Me, but look at the mountain; if it should remain in place, then you will see Me."" But when his Lord appeared to the mountain, He ren"
