surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
36,48,meccan,30,7,ن,middle,14,contains-question;iltifat;meccan;mutashabih-lafzi;mutashabih-topic;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,49,meccan,35,8,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues a negative command
36,50,meccan,33,7,ن,middle,8,hapax;meccan;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues an imperative command
36,51,meccan,39,10,ن,middle,8,fire-light;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36;yawm,Declares or asserts
36,52,meccan,53,13,ن,middle,15,contains-question;contains-vocative-en;divine-names;divine-names(1);hapax;iltifat;meccan;medium;pos-middle;quotation;quotation-topic;rhyme-conforming;rhyme-ن;surah-36;vocative,Poses a rhetorical question
36,53,meccan,39,10,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,54,meccan,42,11,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Issues a negative command
36,55,meccan,28,7,ن,middle,8,hapax;iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Promises reward to the believers
36,56,meccan,32,7,ن,middle,7,kinship;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,57,meccan,23,6,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,58,meccan,16,5,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;surah-36;ultra-short,Declares or asserts
36,59,meccan,25,4,ن,middle,9,hapax;iltifat;imperative;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,60,meccan,50,14,ن,middle,16,covenant;form-content-outlier;iblis;iltifat;kinship;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-36;vocative;vocative-topic,Issues an imperative command
36,61,meccan,23,5,م,middle,9,contains-question;iltifat;imperative;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-36,Poses a rhetorical question
36,62,meccan,36,8,ن,middle,10,contains-question;iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,63,meccan,21,5,ن,late,7,covenant;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Warns of punishment
36,64,meccan,24,5,ن,late,8,iltifat;imperative;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,65,meccan,57,11,ن,late,8,body-part;iltifat;meccan;medium;pos-late;rhyme-conforming;rhyme-ن;surah-36,Declares or asserts
36,66,meccan,46,9,ن,late,10,contains-question;iltifat;meccan;pos-late;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,67,meccan,49,10,ن,late,8,hapax;iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,68,meccan,30,7,ن,late,12,contains-question;hapax;iltifat;meccan;pos-late;rhetorical-Q;rhetorical-Q-topic;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,69,meccan,43,12,ن,late,8,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;self-reference;short;surah-36,Issues an imperative command
36,70,meccan,33,8,ن,late,6,meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,71,meccan,50,12,ن,late,13,body-part;contains-question;dual-form-topic;iltifat;meccan;pos-late;rhetorical-Q;rhetorical-Q-topic;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,72,meccan,33,6,ن,late,8,hapax;iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,73,meccan,29,6,ن,late,9,contains-question;meccan;pos-late;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,74,meccan,31,7,ن,late,10,divine-names;divine-names(1);jinas;meccan;mentions-Allah;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,75,meccan,30,7,ن,late,7,meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-36;weapon,Declares or asserts
36,76,meccan,36,9,ن,late,8,iltifat;meccan;pos-late;prohibitive;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,77,meccan,42,11,ن,late,12,contains-question;embryology-audit;iltifat;meccan;pos-late;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-36,Poses a rhetorical question
36,78,meccan,41,11,م,late,12,body-part;contains-question;embryology-audit;iltifat;meccan;parable;pos-late;quotation;rhyme-deviation;rhyme-م;short;surah-36,Poses a rhetorical question
36,79,meccan,37,10,م,late,11,iltifat;imperative;meccan;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-deviation;rhyme-م;short;surah-36,Commands the Prophet to declare
36,80,meccan,44,11,ن,late,11,color;fire-light;hapax;iltifat;meccan;plant;pos-late;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,81,meccan,63,14,م,late,15,contains-question;divine-names;divine-names(1);iltifat;jinas;meccan;medium;parable;pos-late;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-م;surah-36,Poses a rhetorical question
36,82,meccan,34,10,ن,late,13,contains-innama;iltifat;imperative;innama;innama-topic;jinas;meccan;pos-late;quotation;rhyme-conforming;rhyme-ن;short;surah-36,Declares or asserts
36,83,meccan,35,8,ن,closing,9,body-part;iltifat;meccan;pos-closing;rhyme-conforming;rhyme-ن;short;surah-36;surah-closer,Declares or asserts
37,1,meccan,11,2,ا,opening,13,angel;ikhlas-muawwidhat-finding;info-theory;jinas;meccan;oath-cluster;oath-opener;pos-opening;rhyme-deviation;rhyme-ا;surah-37;surah-opener;ultra-short,Opens with a divine oath
37,2,meccan,13,2,ا,early,12,hapax;jinas;meccan;muqattaat-gradient;oath-cluster;oath-opener;oath-topic;pos-early;rhyme-deviation;rhyme-ا;surah-37;ultra-short,Declares or asserts
37,3,meccan,13,2,ا,early,9,hapax;meccan;oath-cluster;oath-opener;pos-early;rhyme-deviation;rhyme-ا;surah-37;ultra-short,Declares or asserts
37,4,meccan,12,3,د,early,9,iltifat;meccan;numerical-coincidence;oath-opener;pos-early;rhyme-deviation;rhyme-د;surah-37;ultra-short,Affirms with emphatic particle
37,5,meccan,35,7,ق,early,12,dual-form;dual-form-topic;iltifat;jinas;meccan;oath-opener;phonaesthetic;pos-early;rhyme-deviation;rhyme-ق;short;surah-37,Describes a sign in nature
37,6,meccan,31,6,ب,early,11,iblis;iltifat;jinas;meccan;muqattaat-gradient;mutashabih-topic;pos-early;rhyme-deviation;rhyme-ب;short;surah-37,Affirms with emphatic particle
37,7,meccan,18,5,د,early,13,hapax;iblis;iltifat;jinn;meccan;muqattaat-gradient;phonaesthetic;pos-early;rhyme-deviation;rhyme-د;scientific-foreknowledge;surah-37;ultra-short,Declares or asserts
37,8,meccan,37,9,ب,early,9,elative;hapax;meccan;muqattaat-gradient;pos-early;rhyme-deviation;rhyme-ب;short;surah-37,Declares or asserts
37,9,meccan,17,4,ب,early,7,hapax;meccan;pos-early;rhyme-deviation;rhyme-ب;surah-37;ultra-short,Warns of punishment
37,10,meccan,28,7,ب,early,9,fire-light;hapax;jinas;meccan;pos-early;rhyme-deviation;rhyme-ب;short;surah-37,Declares or asserts
37,11,meccan,46,12,ب,early,14,contains-question;hapax;iltifat;imperative;jinas;meccan;pos-early;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-ب;short;surah-37,Poses a rhetorical question
37,12,meccan,13,3,ن,early,7,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,13,meccan,17,4,ن,early,8,iltifat;jinas;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Issues an imperative command
37,14,meccan,19,4,ن,early,7,hapax;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,15,meccan,21,6,ن,early,8,meccan;pos-early;quotation;rhyme-conforming;rhyme-ن;self-reference;short;surah-37,Declares or asserts
37,16,meccan,35,7,ن,early,12,contains-question;iltifat;meccan;mutashabih-lafzi;pos-early;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-37,Poses a rhetorical question
37,17,meccan,15,2,ن,early,11,contains-question;meccan;mutashabih-lafzi;pos-early;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Poses a rhetorical question
37,18,meccan,16,4,ن,early,11,iltifat;imperative;meccan;pos-early;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Commands the Prophet to declare
37,19,meccan,28,7,ن,early,10,contains-innama;iltifat;innama;meccan;muqattaat-gradient;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,20,meccan,24,6,ن,early,11,contains-vocative-en;iltifat;meccan;pos-early;quotation;rhyme-conforming;rhyme-ن;short;surah-37;vocative;yawm,Declares or asserts
37,21,meccan,27,7,ن,early,8,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-37;yawm,Declares or asserts
37,22,meccan,38,7,ن,early,9,iltifat;imperative;kinship;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,23,meccan,29,7,م,early,14,divine-names;divine-names(1);iltifat;imperative;meccan;mentions-Allah;muqattaat-gradient;paradise-hell;pos-early;rhyme-deviation;rhyme-م;short;surah-37;yawm,Warns of punishment
37,24,meccan,17,3,ن,early,8,iltifat;imperative;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,25,meccan,14,4,ن,early,11,contains-question;hapax;meccan;pos-early;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Poses a rhetorical question
37,26,meccan,17,4,ن,early,8,hapax;iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,27,meccan,24,5,ن,early,8,jinas;meccan;mutashabih-lafzi;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,28,meccan,28,6,ن,early,8,iltifat;meccan;pos-early;quotation;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,29,meccan,21,5,ن,early,9,iltifat;meccan;pos-early;quotation;rhyme-conforming;rhyme-ن;scripture-ref;short;surah-37,Declares or asserts
37,30,meccan,36,10,ن,early,10,cosmology-audit;iltifat;jinas;meccan;negation;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Issues a negative command
37,31,meccan,25,6,ن,early,7,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Warns of punishment
37,32,meccan,20,4,ن,early,10,convergence;iltifat;jinas;meccan;palindrome;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,33,meccan,25,5,ن,early,8,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;shirk;short;surah-37,Warns of punishment
37,34,meccan,20,4,ن,early,7,iltifat;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Affirms with emphatic particle
37,35,meccan,38,10,ن,early,14,divine-names;divine-names(1);divine-names-topic;iltifat;jinas;meccan;mentions-Allah;pos-early;quotation;rhyme-conforming;rhyme-ن;short;surah-37;tawhid,Narrates reported speech
37,36,meccan,33,6,ن,early,13,contains-question;iltifat;meccan;pos-early;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;self-reference;short;surah-37,Poses a rhetorical question
37,37,meccan,22,5,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Narrates prophetic history
37,38,meccan,22,4,م,early,7,iltifat;meccan;pos-early;rhyme-deviation;rhyme-م;short;surah-37,Affirms with emphatic particle
37,39,meccan,23,6,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,40,meccan,19,4,ن,early,10,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,41,meccan,16,4,م,early,6,meccan;pos-early;rhyme-deviation;rhyme-م;surah-37;ultra-short,Declares or asserts
37,42,meccan,14,3,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,43,meccan,12,3,م,early,7,meccan;paradise-hell;pos-early;rhyme-deviation;rhyme-م;surah-37;ultra-short,Declares or asserts
37,44,meccan,14,3,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,45,meccan,19,5,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,46,meccan,16,3,ن,middle,7,color;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,47,meccan,24,7,ن,middle,8,hapax;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37;water,Issues a negative command
37,48,meccan,20,4,ن,middle,7,meccan;mutashabih-lafzi;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,49,meccan,13,3,ن,middle,9,color;hapax;meccan;parable;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,50,meccan,24,5,ن,middle,11,color;jinas;meccan;mutashabih-lafzi;paradise-hell;pos-middle;quotation-topic;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,51,meccan,23,7,ن,middle,9,iltifat;jinas;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,52,meccan,19,4,ن,middle,10,iltifat;meccan;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,53,meccan,34,7,ن,middle,12,contains-question;iltifat;meccan;mutashabih-lafzi;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-37,Poses a rhetorical question
37,54,meccan,15,4,ن,middle,15,contains-question;hapax;iltifat;meccan;paradise-hell;pos-middle;quotation;rhetorical-Q;rhetorical-Q-topic;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Poses a rhetorical question
37,55,meccan,21,5,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-37,Warns of punishment
37,56,meccan,19,5,ن,middle,11,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,57,meccan,26,6,ن,middle,8,iltifat;meccan;muqattaat-gradient;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,58,meccan,13,3,ن,middle,8,meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,59,meccan,28,6,ن,middle,7,contains-question;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Poses a rhetorical question
37,60,meccan,19,5,م,middle,7,iltifat;meccan;pos-middle;rhyme-deviation;rhyme-م;surah-37;ultra-short,Affirms with emphatic particle
37,61,meccan,21,4,ن,middle,11,convergence;jinas;meccan;palindrome;parable;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37;verse-length-outlier,Declares or asserts
37,62,meccan,23,6,م,middle,13,contains-question;loan-word;meccan;paradise-hell;plant;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-م;short;surah-37,Poses a rhetorical question
37,63,meccan,22,4,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Affirms with emphatic particle
37,64,meccan,23,6,م,middle,8,iltifat;meccan;plant;pos-middle;rhyme-deviation;rhyme-م;short;surah-37,Affirms with emphatic particle
37,65,meccan,21,4,ن,middle,8,meccan;parable;plant;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,66,meccan,32,6,ن,middle,9,body-part;meccan;muqattaat-gradient;plant;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,67,meccan,23,7,م,middle,7,hapax;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-37,Declares or asserts
37,68,meccan,20,5,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;surah-37;ultra-short,Warns of punishment
37,69,meccan,20,4,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,70,meccan,18,4,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,71,meccan,22,5,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,72,meccan,20,4,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,73,meccan,24,5,ن,middle,10,iltifat;imperative;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-37,Declares or asserts
37,74,meccan,19,4,ن,middle,10,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,75,meccan,26,5,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-37,Narrates prophetic history
37,76,meccan,25,5,م,middle,9,divine-names;divine-names(1);iltifat;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-37,Declares or asserts
37,77,meccan,20,4,ن,middle,8,iltifat;kinship;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,78,meccan,19,4,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,79,meccan,20,5,ن,middle,8,iltifat;meccan;pos-middle;quotation-topic;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Narrates prophetic history
37,80,meccan,19,4,ن,middle,9,iltifat;meccan;mutashabih-lafzi;mutashabih-topic;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Affirms with emphatic particle
37,81,meccan,19,4,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Affirms with emphatic particle
37,82,meccan,15,3,ن,middle,7,meccan;mutashabih-lafzi;pos-middle;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Declares or asserts
37,83,meccan,18,4,م,middle,12,animal;deep-hypothesis;iltifat;intra-xref;meccan;pos-middle;prophet-micro-ring;rhyme-deviation;rhyme-م;shirk;surah-37;ultra-short,Narrates prophetic history
37,84,meccan,16,5,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;surah-37;ultra-short,Declares or asserts
37,85,meccan,25,6,ن,middle,15,contains-question;iltifat;intra-xref;kinship;meccan;mutashabih-lafzi;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-37,Poses a rhetorical question
37,86,meccan,22,5,ن,middle,16,contains-question;divine-names;divine-names(1);iltifat;jinas;meccan;mentions-Allah;pos-middle;prophet-micro-ring;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-37,Poses a rhetorical question
37,87,meccan,18,4,ن,middle,9,contains-question;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-37;ultra-short,Poses a rhetorical question
