surah,verse,n_tags,tags,brief_note
18,85,3,iltifat;numerical-coincidence;phonaesthetic,iltifat=inter:1->3 | numerical-coincidence=numerical-coincidences.md | phonaesthetic=phonaesthetics.md
18,86,9,dual-form;hapax;iltifat;paired-opposite;quotation;sacred-geo;scientific-foreknowledge;vocative;vocative-topic,"dual-form=qaron | hapax=lemma-hapax:Hami}ap (lemma=Hami}ap, root=HmA) | iltifat=intra-strict:two_verbs | paired-opposite=paired-opposites-network.md | quotation=qulna speaker=GOD (We said)"
18,87,7,balagha;iltifat;iltifat-topic;jinas;kahf-finding;quotation;quotation-topic,balagha=balagha-mapping.md | iltifat=intra-strict:two_verbs | iltifat-topic=iltifat-catalog.md | jinas=jinas-wordplay.md | kahf-finding=al-kahf-deep-dive.md
18,88,2,iltifat;quotation,iltifat=intra-strict:two_verbs | quotation=naqulu speaker=GOD (We say)
18,89,1,numerical-coincidence,numerical-coincidence=numerical-coincidences.md
18,90,3,hapax;iltifat;paired-opposite,"hapax=lemma-hapax:maToliE (lemma=maToliE, root=TlE) | iltifat=intra-strict:two_verbs | paired-opposite=paired-opposites-network.md"
18,91,1,iltifat,iltifat=inter:3->1
18,92,3,iltifat;numerical-coincidence;phonaesthetic,iltifat=inter:1->3 | numerical-coincidence=numerical-coincidences.md | phonaesthetic=phonaesthetics.md
18,93,2,dual-form;dual-form-topic,dual-form=sad~ | dual-form-topic=dual-form-mapping.md
18,94,6,dual-form;iltifat;quotation;rhetorical-question;vocative;vocative-topic,dual-form=qaron | iltifat=intra-strict:two_verbs | quotation=qalu speaker=Dhul-Qarnayn | rhetorical-question=other-question markers=hal | vocative=O_DhulQarnayn
18,95,6,hapax;iltifat;imperative;phonaesthetic;quotation;quotation-topic,"hapax=root-hapax:rdm (lemma=radom, root=rdm) | iltifat=intra-strict:two_verbs | imperative=>aEaAna | phonaesthetic=phonaesthetics.md | quotation=qala speaker=Dhul-Qarnayn"
18,96,9,dual-form;dual-form-topic;hadid-finding;hapax;iltifat;imperative;metal-mineral;quotation;water,"dual-form=S~adafayon | dual-form-topic=dual-form-mapping.md | hadid-finding=hadid-deep-dive.md | hapax=lemma-hapax:S~adafayon (lemma=S~adafayon, root=Sdf) | iltifat=intra-strict:two_verbs"
18,97,1,hapax,"hapax=lemma-hapax:naqob (lemma=naqob, root=nqb)"
18,98,6,hapax;jinas;kahf-structural;metal-mineral;prophecy-audit;quotation,"hapax=lemma-hapax:dak~aA^' (lemma=dak~aA^', root=dkk) | jinas=jinas-wordplay.md | kahf-structural=Al-Kahf pivot verse | metal-mineral=metals-minerals.md | prophecy-audit=prophecy-audit.md"
18,99,5,fire-light;hapax;iltifat;phonaesthetic;yawm,"fire-light=fire-light-vocabulary.md | hapax=lemma-hapax:yamuwju (lemma=yamuwju, root=mwj) | iltifat=intra-strict:two_verbs; inter:3->1 | phonaesthetic=phonaesthetics.md | yawm=yawm-catalog.md"
18,100,1,palindrome,palindrome=palindromes.md
18,101,1,iltifat,iltifat=inter:1->3
18,102,3,iltifat;paradise-hell;rhetorical-question,iltifat=intra-strict:two_verbs | paradise-hell=paradise-hell-names.md | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
18,103,6,iltifat;imperative;kahf-structural;qul-say-opener;quotation;rhetorical-question,iltifat=intra-strict:two_verbs; inter:3->2 | imperative=qaAla | kahf-structural=Al-Kahf pivot verse | qul-say-opener=word-pos=1 | quotation=qul speaker=GOD->Muhammad (Qul)
18,104,3,hajj;iltifat;kahf-structural,hajj=hajj-theology.md | iltifat=inter:2->3 | kahf-structural=Al-Kahf pivot verse
18,105,1,iltifat,iltifat=intra-strict:two_verbs
18,107,2,loan-word;paradise-hell,loan-word=foreign-loan-words.md | paradise-hell=paradise-hell-names.md
18,108,1,hapax,"hapax=lemma-hapax:Hiwal (lemma=Hiwal, root=Hwl)"
18,109,7,hapax;iltifat;imperative;kahf-structural;parable;qul-say-opener;quotation,"hapax=lemma-hapax:madad (lemma=madad, root=mdd) | iltifat=intra-strict:two_verbs | imperative=qaAla | kahf-structural=Al-Kahf pivot verse | parable=B:divine words→sea as ink, would run dry [mithlihi madadā]"
18,110,10,iltifat;imperative;innama;innama-topic;kahf-structural;parable;qul-say-opener;quotation;quotation-topic;tawhid,iltifat=intra-strict:two_verbs | imperative=qaAla | innama=count=1 | innama-topic=innama-formula.md | kahf-structural=Al-Kahf pivot verse
19,1,11,deep-hypothesis;form-content-outlier;kahf-finding;maryam-nativity;muqatta-opener;muqattaat;numerical-coincidence;phonaesthetic;razi-99names;saj-rhyme;word-pair,deep-hypothesis=deep-hypotheses-queue.md | form-content-outlier=form-meets-content-outliers.md | kahf-finding=al-kahf-deep-dive.md | maryam-nativity=Maryam opening narrative 1-40 | muqatta-opener=Muqatta'at disjoined letters
19,2,4,graph-theory;intra-xref;maryam-nativity;muqattaat,graph-theory=graph-theory-roots.md | intra-xref=intra-quranic-cross-references.md | maryam-nativity=Maryam opening narrative 1-40 | muqattaat=muqattaat-analysis.md
19,3,4,chrono-critical;iltifat;maryam-nativity;surah-boundary,chrono-critical=chronological-revelation.md | iltifat=inter:2->3 | maryam-nativity=Maryam opening narrative 1-40 | surah-boundary=surah-boundaries.md
19,4,8,balagha;body-part;dua;hapax;iltifat;maryam-nativity;quotation;saj-rhyme,"balagha=balagha-mapping.md | body-part=body-parts.md | dua=dua-structure.md | hapax=root-hapax:$El (lemma={$otaEala, root=$El) | iltifat=intra-strict:two_verbs; inter:3->1"
19,5,5,iltifat;imperative;kinship;maryam-nativity;saj-rhyme,iltifat=intra-strict:two_verbs | imperative=wahaba | kinship=kinship-vocabulary.md | maryam-nativity=Maryam opening narrative 1-40 | saj-rhyme=saj-rhyme-analysis.md
19,6,4,hapax;iltifat;imperative;maryam-nativity,"hapax=lemma-hapax:raDiy~ (lemma=raDiy~, root=rDw) | iltifat=intra-strict:two_verbs; inter:1->3 | imperative=jaEala | maryam-nativity=Maryam opening narrative 1-40"
19,7,7,angel;iltifat;maryam-nativity;phonaesthetic;verse-length-outlier;vocative;vocative-topic,angel=angels-catalog.md | iltifat=intra-strict:verb_plus_indep_pron; inter:3->1 | maryam-nativity=Maryam opening narrative 1-40 | phonaesthetic=phonaesthetics.md | verse-length-outlier=verse-length-sequences.md
19,8,5,iltifat;kinship;maryam-nativity;quotation;rhetorical-question,iltifat=intra-strict:two_verbs | kinship=kinship-vocabulary.md | maryam-nativity=Maryam opening narrative 1-40 | quotation=qala speaker=Zechariah | rhetorical-question=other-question markers=>an~aY`
19,9,5,iltifat;maryam-nativity;moses-finding;quotation;rahman-finding,iltifat=intra-strict:two_verbs; inter:1->3 | maryam-nativity=Maryam opening narrative 1-40 | moses-finding=moses-deep-dive.md | quotation=qala speaker=Angels | rahman-finding=rahman-deep-dive.md
19,10,6,iltifat;imperative;maryam-nativity;numerical-coincidence;phonaesthetic;quotation,iltifat=intra-strict:two_verbs; inter:3->2 | imperative=jaEala | maryam-nativity=Maryam opening narrative 1-40 | numerical-coincidence=numerical-coincidences.md | phonaesthetic=phonaesthetics.md
19,11,4,iltifat;imperative;maryam-nativity;phonaesthetic,iltifat=intra-strict:two_verbs; inter:2->3 | imperative=sab~aHa | maryam-nativity=Maryam opening narrative 1-40 | phonaesthetic=phonaesthetics.md
19,12,5,iltifat;imperative;maryam-nativity;vocative;vocative-topic,iltifat=intra-strict:two_verbs; inter:3->1 | imperative=>axa*a | maryam-nativity=Maryam opening narrative 1-40 | vocative=O_John | vocative-topic=vocative-addresses.md
19,13,4,hapax;iltifat;maryam-nativity;zakat,"hapax=root-hapax:Hnn (lemma=HanaAn, root=Hnn) | iltifat=inter:1->3 | maryam-nativity=Maryam opening narrative 1-40 | zakat=zakat-charity.md"
19,14,2,dual-form;maryam-nativity,dual-form=wa`liday | maryam-nativity=Maryam opening narrative 1-40
19,15,3,jinas;kinship;maryam-nativity,jinas=jinas-wordplay.md | kinship=kinship-vocabulary.md | maryam-nativity=Maryam opening narrative 1-40
19,16,7,hapax;iltifat;imperative;maryam-jesus-pericope;maryam-nativity;prophet-micro-ring;prophet-pericope,"hapax=lemma-hapax:$aroqiy~ (lemma=$aroqiy~, root=$rq) | iltifat=intra-strict:two_verbs | imperative=*akara | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,17,6,angel;hapax;iltifat;maryam-jesus-pericope;maryam-nativity;parable,"angel=angels-catalog.md | hapax=lemma-hapax:tamav~ala (lemma=tamav~ala, root=mvl) | iltifat=intra-strict:two_verbs | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,18,6,divine-names;ikhlas-muawwidhat-finding;iltifat;maryam-jesus-pericope;maryam-nativity;quotation,divine-names=1 name(s): al-Rahman | ikhlas-muawwidhat-finding=ikhlas-muawwidhat.md | iltifat=intra-strict:two_verbs; inter:3->2 | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40
19,19,7,hapax;iltifat;innama;innama-topic;maryam-jesus-pericope;maryam-nativity;quotation,"hapax=lemma-hapax:zakiy~ (lemma=zakiy~, root=zkw) | iltifat=intra-strict:two_verbs; inter:2->1 | innama=count=1 | innama-topic=innama-formula.md | maryam-jesus-pericope=Mary/Jesus pericope"
19,20,8,convergence;iltifat;maryam-jesus-pericope;maryam-nativity;palindrome;quotation;rhetorical-question;verse-length-outlier,convergence=convergence-analysis.md | iltifat=intra-strict:two_verbs; inter:1->3 | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | palindrome=palindromes.md
19,21,5,iltifat;intra-xref;maryam-jesus-pericope;maryam-nativity;quotation,iltifat=intra-strict:two_verbs | intra-xref=intra-quranic-cross-references.md | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | quotation=qala speaker=Angels
19,22,3,hapax;maryam-jesus-pericope;maryam-nativity,"hapax=lemma-hapax:qaSiy~ (lemma=qaSiy~, root=qSw) | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,23,8,earth-sciences-audit;hapax;iltifat;maryam-jesus-pericope;maryam-nativity;plant;quotation;vocative,"earth-sciences-audit=earth-sciences-audit.md | hapax=root-hapax:mxD (lemma=maxaAD, root=mxD) | iltifat=intra-strict:two_verbs; inter:3->1 | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,24,5,hapax;iltifat;loan-word;maryam-jesus-pericope;maryam-nativity,"hapax=lemma-hapax:sariy~ (lemma=sariy~, root=sry) | iltifat=intra-strict:two_verbs; inter:1->3 | loan-word=foreign-loan-words.md | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,25,6,hapax;iltifat;imperative;maryam-jesus-pericope;maryam-nativity;plant,"hapax=lemma-hapax:huz~i (lemma=huz~i, root=hzz) | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=huz~i | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,26,9,divine-names;fasting;hapax;iltifat;imperative;maryam-jesus-pericope;maryam-nativity;quotation;sacrifice-vow,"divine-names=1 name(s): al-Rahman | fasting=fasting-theology.md | hapax=lemma-hapax:<insiy~ (lemma=<insiy~, root=Ans) | iltifat=intra-strict:two_verbs | imperative=>akala"
19,27,7,hapax;iltifat;maryam-jesus-pericope;maryam-nativity;quotation;vocative;vocative-topic,"hapax=lemma-hapax:fariy~ (lemma=fariy~, root=fry) | iltifat=intra-strict:two_verbs; inter:2->3 | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | quotation=qalu speaker=Mary"
19,28,6,hapax;kinship;maryam-jesus-pericope;maryam-nativity;vocative;vocative-topic,"hapax=lemma-hapax:{mora> (lemma={mora>, root=mrA) | kinship=kinship-vocabulary.md | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | vocative=O_sister_of_Aaron"
19,29,8,fasting;hapax;iltifat;maryam-jesus-pericope;maryam-nativity;quotation;rhetorical-question;sacrifice-vow,"fasting=fasting-theology.md | hapax=lemma-hapax:>a$aArato (lemma=>a$aArato, root=$wr) | iltifat=intra-strict:two_verbs | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40"
19,30,7,divine-names;jesus-engagement;maryam-jesus-pericope;maryam-nativity;muhkam-mutashabih;prophet-pericope;quotation,divine-names=1 name(s): Allah | jesus-engagement=jc-engagement.md | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | muhkam-mutashabih=muhkam-mutashabih.md
19,31,5,iltifat;maryam-jesus-pericope;maryam-nativity;salah;zakat,iltifat=intra-strict:two_verbs; inter:3->1 | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40 | salah=salah-theology.md | zakat=zakat-charity.md
19,32,2,maryam-jesus-pericope;maryam-nativity,maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40
19,33,6,divine-names;jinas;kinship;maryam-jesus-pericope;maryam-nativity;phonaesthetic,divine-names=1 name(s): al-Salam | jinas=jinas-wordplay.md | kinship=kinship-vocabulary.md | maryam-jesus-pericope=Mary/Jesus pericope | maryam-nativity=Maryam opening narrative 1-40
19,34,9,asbab-nuzul;convergence;iltifat;jesus-engagement;maryam-finding;maryam-jesus-pericope;maryam-nativity;phonaesthetic;prophet-pericope,asbab-nuzul=asbab-nuzul.md | convergence=convergence-analysis.md | iltifat=inter:1->3 | jesus-engagement=jc-engagement.md | maryam-finding=maryam-deep-dive.md
19,35,12,divine-names;iltifat;imperative;innama;innama-topic;jinas;kinship;maryam-jesus-pericope;maryam-nativity;negation;prophet-pericope;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=kaAna | innama=count=1 | innama-topic=innama-formula.md
19,36,6,divine-names;iltifat;imperative;maryam-nativity;mutashabih-lafzi;mutashabih-topic,"divine-names=1 name(s): Allah | iltifat=inter:3->2 | imperative=Eabada | maryam-nativity=Maryam opening narrative 1-40 | mutashabih-lafzi=pair with 3:51 (particle_change;addition_in_b, r=0.9333)"
19,37,4,hapax;iltifat;maryam-nativity;mutashabih-lafzi,"hapax=lemma-hapax:m~a$ohad (lemma=m~a$ohad, root=$hd) | iltifat=inter:2->3 | maryam-nativity=Maryam opening narrative 1-40 | mutashabih-lafzi=pair with 43:65 (lexeme_substitution, r=0.8235)"
19,38,3,iltifat;imperative;maryam-nativity,iltifat=intra-strict:two_verbs; inter:3->2 | imperative=>asomaEa | maryam-nativity=Maryam opening narrative 1-40
19,39,3,iltifat;imperative;maryam-nativity,iltifat=intra-strict:two_verbs; inter:2->3 | imperative=>an*ara | maryam-nativity=Maryam opening narrative 1-40
19,40,2,iltifat;maryam-nativity,iltifat=intra-strict:two_verbs; inter:3->1 | maryam-nativity=Maryam opening narrative 1-40
19,41,4,iltifat;imperative;intra-xref;prophet-micro-ring,iltifat=intra-strict:two_verbs; inter:1->3 | imperative=*akara | intra-xref=intra-quranic-cross-references.md | prophet-micro-ring=prophet-micro-rings.md
19,42,5,iltifat;kinship;quotation;rhetorical-question;vocative,iltifat=intra-strict:two_verbs | kinship=kinship-vocabulary.md | quotation=qala speaker=Abraham | rhetorical-question=other-question markers=maA | vocative=O_my_father
19,43,3,iltifat;imperative;vocative,iltifat=intra-strict:two_verbs; inter:3->1 | imperative={t~abaEa | vocative=O_my_father
19,44,4,divine-names;iltifat;prohibitive;vocative,divine-names=1 name(s): al-Rahman | iltifat=intra-strict:two_verbs; inter:1->2 | prohibitive | vocative=O_my_father
19,45,3,divine-names;iltifat;vocative,divine-names=1 name(s): al-Rahman | iltifat=intra-strict:two_verbs; inter:2->1 | vocative=O_my_father
19,46,6,hapax;iltifat;imperative;quotation;rhetorical-question;vocative,"hapax=lemma-hapax:maliy~ (lemma=maliy~, root=mlw) | iltifat=intra-strict:two_verbs; inter:1->2 | imperative={hojuro | quotation=qala speaker=Abraham | rhetorical-question=other-question markers=a-"
19,47,2,iltifat;quotation,iltifat=intra-strict:two_verbs; inter:2->3 | quotation=qala speaker=Abraham
19,48,3,divine-names;iltifat;jinas,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->1 | jinas=jinas-wordplay.md
19,49,2,divine-names;iltifat,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:1->3
19,50,4,body-part;chrono-critical;iltifat;intra-xref,body-part=body-parts.md | chrono-critical=chronological-revelation.md | iltifat=intra-strict:verb_plus_indep_pron; inter:3->1 | intra-xref=intra-quranic-cross-references.md
19,51,2,iltifat;imperative,iltifat=intra-strict:two_verbs; inter:1->3 | imperative=*akara
19,52,3,iltifat;loan-word;sacred-geo,iltifat=inter:3->1 | loan-word=foreign-loan-words.md | sacred-geo=sacred-geography.md
19,53,4,ilm-al-harf;iltifat;intra-xref;kinship,ilm-al-harf=ilm-al-harf-tests.md | iltifat=intra-strict:verb_plus_indep_pron | intra-xref=intra-quranic-cross-references.md | kinship=kinship-vocabulary.md
19,54,3,iltifat;imperative;phonaesthetic,iltifat=intra-strict:two_verbs; inter:1->3 | imperative=*akara | phonaesthetic=phonaesthetics.md
19,55,3,hapax;salah;zakat,"hapax=lemma-hapax:maroDiy~ (lemma=maroDiy~, root=rDw) | salah=salah-theology.md | zakat=zakat-charity.md"
19,56,2,iltifat;imperative,iltifat=intra-strict:two_verbs | imperative=*akara
19,57,2,iltifat;phonaesthetic,iltifat=inter:3->1 | phonaesthetic=phonaesthetics.md
19,58,6,divine-names;fatiha-finding;form-content-outlier;hapax;iltifat;kinship,"divine-names=2 name(s): al-Rahman|Allah | fatiha-finding=al-fatiha-deep-dive.md | form-content-outlier=form-meets-content-outliers.md | hapax=lemma-hapax:bukiy~ (lemma=bukiy~, root=bky) | iltifat=intra-strict:two_verbs"
19,59,1,iltifat,iltifat=inter:1->3
19,61,3,divine-names;hapax;paradise-hell,"divine-names=1 name(s): al-Rahman | hapax=lemma-hapax:ma>otiy~N (lemma=ma>otiy~N, root=Aty) | paradise-hell=paradise-hell-names.md"
19,63,2,iltifat;paradise-hell,iltifat=intra-strict:two_verbs; inter:3->1 | paradise-hell=paradise-hell-names.md
19,64,3,hapax;iltifat;quotation-topic,"hapax=lemma-hapax:nasiy~ (lemma=nasiy~, root=nsy) | iltifat=intra-strict:two_verbs | quotation-topic=quotation-analysis.md"
19,65,4,dual-form;iltifat;imperative;rhetorical-question,dual-form=bayon | iltifat=intra-strict:verb_plus_indep_pron; inter:1->2 | imperative=Eabada | rhetorical-question=other-question markers=hal
19,66,3,iltifat;quotation;rhetorical-question,iltifat=intra-strict:two_verbs; inter:2->1 | quotation=yaqulu speaker=Disbelievers | rhetorical-question=other-question markers=a-
19,67,2,iltifat;rhetorical-question,iltifat=intra-strict:two_verbs; inter:1->3 | rhetorical-question=rhetorical-negation (inkārī) markers=a-
19,68,2,body-part;iltifat,body-part=body-parts.md | iltifat=inter:3->1
19,69,2,divine-names;rhetorical-question,divine-names=1 name(s): al-Rahman | rhetorical-question=other-question markers=>aY~
19,70,3,elative;hapax;iltifat,"elative=elative-forms.md | hapax=lemma-hapax:Siliy~ (lemma=Siliy~, root=Sly) | iltifat=inter:1->3"
19,71,3,chrono-critical;hapax;yawm,"chrono-critical=chronological-revelation.md | hapax=root-hapax:Htm (lemma=Hatom, root=Htm) | yawm=yawm-catalog.md"
19,72,3,body-part;iltifat;muqattaat-gradient,body-part=body-parts.md | iltifat=intra-strict:two_verbs; inter:3->1 | muqattaat-gradient=muqattaat-positional-gradient.md
19,73,5,dual-form;hapax;iltifat;quotation;rhetorical-question,"dual-form=fariyq | hapax=lemma-hapax:nadiy~ (lemma=nadiy~, root=ndw) | iltifat=inter:1->3 | quotation=qala speaker=Disbelievers | rhetorical-question=other-question markers=>aY~"
